name,domain,year founded,industry,size range,city, state,country, linkedin url,current employee estimate,total employee estimate,Score,reviews,salaries,interviews,KMT,market_cap,enterprise_value,trailing_pe,forward_pe,peg_ratio_5,price_sales,price_book,enterprise_value_revenue,enterprise_value_ebitda,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue,revenue_per_share,quarterly_revenue_share,gross_profit,ebitda,net_income_avi_to_common,diluted_eps,quarterly_earnings_growth,total_cash,total_cash_per_share,total_dept,total_dept_per_equity,operating_cash_flow,leveraged_free_cash_flow,stock_beta_3y,stock 52_week,stock_sp500_52_week,stock_52_week_high,stock_52_week_low,website_rank,organic_traffic,traffic_cost
patch,patchproperty.com,2014.0,real estate,11 - 50,london, london, united kingdom,linkedin.com/company/nest-property-app,10,13,3.4,237.0,177,41,PTCHF,908740000.0,624660000.0,,,,45.08,2.59,30.99,-5.26,-0.3967,-6.0520000000000005,-0.1448,-0.3267,20160000.0,0.07,-0.11900000000000001,-56650000.0,-118830000.0,-8000000.0,-0.028,,204220000.0,0.72,64650000.00000001,31.14,-64060000.0,13870000.0,0.56,0.3957,0.1325,4.0,2.01,N/A,N/A,N/A
kona grill,konagrill.com,1998.0,restaurants,501 - 1000,scottsdale, arizona, united states,linkedin.com/company/kona-grill,413,1258,3.3,214.0,191,37,KONAQ,185690.0,30670000.0,,,,0.0,,0.19,4.89,-0.2037,-0.0451,-0.0609,,156940000.0,12.88,-0.17300000000000001,18620000.0,6270000.0,-31970000.0,-2.623,,2630000.0,0.2,33120000.0,,-1630000.0,6520000.0,1.42,-0.9856,0.1325,1.81,0.01,55644,95.27K,$2.75K
atlassian,atlassian.com,2002.0,computer software,1001 - 5000,sydney, new south wales, australia,linkedin.com/company/atlassian,1607,2507,4.3,469.0,605,434,TEAM,29660000000.0,28870000000.0,,92.74,4.76,22.71,42.49,22.1,-983.13,-0.2495,-0.0518,-0.0145,-0.46299999999999997,1310000000.0,5.44,0.36,999840000.0,-29360000.0,-325860000.0,-1.36,,1770000000.0,7.31,1140000000.0,164.87,457600000.0,951990000.0,1.28,0.5826,0.1325,149.8,65.17,2472,4.79M,$294.11K
arista networks,arista.com,2004.0,computer networking,1001 - 5000,santa clara, california, united states,linkedin.com/company/arista-networks-inc,1054,1723,3.6,401.0,569,414,ANET,14570000000.0,12470000000.0,20.09,21.14,2.19,5.94,5.48,5.08,14.55,0.3136,0.337,0.161,0.3344,2450000000.0,32.25,0.162,1370000000.0,857280000.0,769080000.0,9.49,0.24,2450000000.0,32.03,102640000.0,3.87,931690000.0,604250000.0,1.59,-0.2057,0.1325,331.27,173.31,73126,64.18K,$2.94K
r1 rcm,r1rcm.com,2003.0,hospital & health care,1001 - 5000,chicago, illinois, united states,linkedin.com/company/r1-rcm,1695,3534,2.8,314.0,267,61,RCM,1380000000.0,2000000000.0,,15.87,4.41,1.22,93.28,1.76,16.31,-0.0013,0.06309999999999999,0.0536,-0.0066,1140000000.0,10.27,0.203,97900000.0,122700000.0,-21800000.0,-0.2,,55600000.0,0.49,462200000.0,193.71,67600000.0,36770000.0,0.14,0.3823,0.1325,13.19,7.1,37670,163.44K,$3.35K
neuberger berman,nb.com,1939.0,financial services,1001 - 5000,new york, new york, united states,linkedin.com/company/neuberger-berman,1481,3615,3.9,249.0,392,82,NBH,284590000.0,459710000.0,18.26,,,13.98,1.02,22.58,,0.7785,0.8549,0.0237,0.0563,20360000.0,1.08,-0.016,20520000.0,,15850000.0,0.84,,47000.0,0.0,170360000.0,60.33,,,0.15,0.2207,0.1325,15.83,12.45,183341,15.18K,$909
thomas,thomasnet.com,1898.0,internet,501 - 1000,memphis, tennessee, united states,linkedin.com/company/thomasforindustry,282,725,3.3,235.0,150,38,THVB,59380000.0,272780000.0,29.73,,,1.94,4.45,8.9,,0.3158,0.5092,0.0138,0.1732,30660000.0,5.23,0.023,30660000.0,,9400000.0,1.48,0.015,11660000.0,1.98,25020000.0,,10960000.0,,-0.07,0.1,0.1325,47.14,38.25,18178,429.02K,$180.44K
globe life,globelifeinsurance.com,1951.0,insurance,201 - 500,mckinney, texas, united states,linkedin.com/company/globelife,224,380,3.0,214.0,235,79,GL,10860000000.0,12290000000.0,15.74,13.87,1.8,2.44,1.62,2.76,12.17,0.1657,0.2234,,,4460000000.0,40.55,0.053,1230000000.0,1010000000.0,738530000.0,6.33,0.129,163440000.0,1.5,1610000000.0,24.04,,,0.95,0.1484,0.1325,99.66,69.68,81891,54.46K,$17.40K
lee enterprises,lee.net,1890.0,newspapers,1001 - 5000,davenport, iowa, united states,linkedin.com/company/lee-enterprises,654,1917,2.2,221.0,364,25,LEE,107550000.0,622490000.0,6.0,,,0.2,,1.18,5.28,0.0333,0.16690000000000002,0.09300000000000001,,525940000.00000006,9.5,-0.04,322670000.0,117810000.0,17520000.0,0.31,0.293,13520000.0,0.23,445960000.0,,46050000.0,37730000.0,1.38,-0.253,0.1325,3.69,1.76,351038,5.07K,$101
entergy,entergy.com,1913.0,utilities,10001+,new orleans, louisiana, united states,linkedin.com/company/entergy,6066,10403,3.5,213.0,514,60,EAE,1190000000.0,,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.99,21.06,63459,79.17K,$4.75K
iac,iac.com,1986.0,internet,1001 - 5000,new york, new york, united states,linkedin.com/company/iac,973,2664,3.4,251.0,616,40,IAC,18480000000.0,19720000000.0,39.7,41.3,1.27,3.98,6.38,4.25,25.22,0.1125,0.1325,0.0524,0.175,4640000000.0,55.27,0.129,3350000000.0,781790000.0,522460000.00000006,5.5,-0.11800000000000001,3100000000.0,36.69,3360000000.0,86.47,1010000000.0,703890000.0,0.9,0.1776,0.1325,268.72,158.29,29666,225.30K,$3.41K
ssp,ssp-worldwide.com,2002.0,information technology and services,1001 - 5000,halifax, calderdale, united kingdom,linkedin.com/company/ssp,1418,2144,3.7,214.0,198,31,SSP,1160000000.0,3190000000.0,,9.08,-25.3,0.86,1.3,2.36,15.73,-0.0053,0.0925,0.0279,0.0078,1350000000.0,16.69,0.155,455590000.0,202470000.0,6270000.0,-0.1,,86510000.0,1.07,2070000000.0,231.53,78130000.0,45940000.0,1.9,-0.1251,0.1325,23.41,11.36,N/A,N/A,N/A
trend micro,trendmicro.com,1988.0,computer software,5001 - 10000,lake forest, california, united states,linkedin.com/company/trend-micro,3431,8734,4.0,749.0,713,163,TMICY,7220000000.0,7280000000.0,30.52,,,,4.38,,,0.1814,0.0,0.0705,0.16329999999999995,,,0.024,127680000000.0,,,1.71,0.151,,,,,,,0.77,-0.0592,0.1325,59.5,41.93,12945,665.39K,$90.34K
ocean,ocean.fr,2003.0,information technology and services,201 - 500,clichy, ile-de-france, france,linkedin.com/company/ocean,159,236,2.5,223.0,273,69,GOGL,776790000.0,2020000000.0,42.91,5.62,-91.85,1.27,0.53,3.3,9.78,0.029900000000000006,0.1549,0.0201,0.0123,611790000.0,4.25,-0.183,252690000.0,206360000.0,18320000.0,0.13,,108380000.0,0.75,1350000000.0,91.57,152840000.0,101410000.0,1.96,-0.1751,0.1325,7.58,4.33,N/A,N/A,N/A
dutch,dutch.com,2001.0,management consulting,51 - 200,bunschoten, utrecht, netherlands,linkedin.com/company/dutch,49,235,3.2,215.0,258,52,RDS.A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A
mec,mecglobal.com,2002.0,marketing and advertising,5001 - 10000,london, london, united kingdom,linkedin.com/company/mec,3647,13058,3.3,401.0,615,95,ADUS,1300000000.0,1180000000.0,57.22,27.27,2.44,2.18,2.75,1.97,27.98,0.0333,0.0548,0.039,0.0552,598150000.0,45.32,0.233,138000000.0,42100000.0,20360000.0,1.46,0.34,239610000.0,15.55,78700000.0,16.75,16610000.0,4790000.0,-0.17,0.2357,0.1325,92.91,57.94,N/A,N/A,N/A
rpa,rpa.com,1986.0,marketing and advertising,1001 - 5000,santa monica, california, united states,linkedin.com/company/rpa,788,2448,3.8,220.0,371,58,BRPA,64390000.0,31310000.0,,,,,5.94,,,0.0,0.0,,,,,,,,-557360.0,-0.21,,1390.0,0.0,1590000.0,31.74,-616630.0,,,0.0453,0.1325,12.04,10.0,86884,49.62K,$194
quinstreet,quinstreet.com,1999.0,internet,501 - 1000,foster city, california, united states,linkedin.com/company/quinstreet,434,1578,3.4,284.0,493,90,QNST,787850000.0,732800000.0,14.03,18.09,0.92,1.68,3.45,1.56,31.01,0.1244,0.0337,0.0349,0.306,468900000.0,9.35,0.122,61650000.0,23630000.0,58310000.0,1.1,-0.7859999999999999,70520000.0,1.38,15470000.0,6.78,37280000.0,38990000.0,0.73,0.0091,0.1325,20.02,10.15,N/A,N/A,N/A
verra mobility,verramobility.com,1987.0,transportation/trucking/railroad,51 - 200,mesa, arizona, united states,linkedin.com/company/verramobility,81,84,3.4,212.0,156,31,VRRM,2330000000.0,3090000000.0,,43.24,0.69,5.4,7.12,7.18,14.49,-0.032,0.2343,0.04650000000000002,-0.0486,431380000.0,2.81,0.192,252030000.0,213570000.0,-13790000.0,-0.09,1.726,137260000.0,0.86,867290000.0,264.75,95550000.0,106500000.0,,0.4477,0.1325,15.35,9.0,N/A,N/A,N/A
wex,wexinc.com,1983.0,financial services,1001 - 5000,south portland, maine, united states,linkedin.com/company/wexinc,1385,2885,3.3,274.0,324,48,WEX,8470000000.000002,11040000000.0,130.55,18.54,1.52,5.09,4.61,6.63,19.44,0.0395,0.2278,0.0302,0.0584,1660000000.0,38.47,0.20199999999999999,1060000000.0,567940000.0,65819999.99999999,1.5,-0.745,531410000.0,12.26,2900000000.0,144.99,,,1.55,0.2233,0.1325,221.66,131.35,69417,69.26K,$48.08K
ontrac,ontrac.com,1991.0,package/freight delivery,501 - 1000,chandler, arizona, united states,linkedin.com/company/ontrac-shipping,420,785,3.4,204.0,142,28,ICD,67880000.0,190360000.0,,-3.3,-0.56,0.31,0.18,0.86,3.54,-0.1555,0.041100000000000005,0.0133,-0.1161,221100000.0,2.92,0.585,47390000.0,53820000.0,-34380000.0,-0.455,,9150000.0,0.12,131230000.0,35.79,37130000.0,10580000.0,2.04,-0.7422,0.1325,3.69,0.68,51979,105.07K,$3.53K
spartannash,spartannash.com,2013.0,retail,1001 - 5000,byron center, michigan, united states,linkedin.com/company/spartannash,1319,2484,2.9,205.0,198,33,SPTN,445440000.0,1420000000.0,,9.57,-0.82,0.05,0.65,0.17,9.55,-0.0016,0.006999999999999999,0.0168,-0.0191,8430000000.0,238.42,0.06,1110000000.0,148260000.0,-14330000.0,-0.41,,23440000.0,0.64,1010000000.0,146.31,168940000.0,80580000.0,1.38,-0.3085,0.1325,22.49,8.82,176534,16.20K,$1.56K
qiagen,qiagen.com,1984.0,biotechnology,5001 - 10000,hilden, nordrhein-westfalen, germany,linkedin.com/company/qiagen,2174,5039,3.7,374.0,528,73,QGEN,8180000000.0,8330000000.0,,23.79,2.86,5.39,3.25,5.49,17.68,-0.0168,0.1714,0.0311,-0.0102,1520000000.0,6.7,0.013000000000000001,1000000000.0,471170000.0,-25440000.0,-0.11,,799190000.0,3.53,1820000000.0,73.89,331920000.0,256720000.00000003,0.83,-0.0652,0.1325,41.55,25.04,74359,62.55K,$8.19K
pfsweb,pfsweb.com,1999.0,information technology and services,1001 - 5000,allen, texas, united states,linkedin.com/company/pfsweb,753,1773,2.9,305.0,354,49,PFSW,63210000.0,137050000.0,,44.12,6.15,0.26,1.55,0.57,10.52,-0.002,0.011200000000000002,0.01,-0.0113,240310000.0,12.39,0.10800000000000001,85300000.0,13020000.0,-487000.0,-0.025,,13510000.0,0.69,78850000.0,177.73,,,,-0.4323,0.1325,7.0,2.03,487791,2.86K,$46
group 1 automotive,group1auto.com,1997.0,automotive,1001 - 5000,houston, texas, united states,linkedin.com/company/group1automotive,850,1932,3.1,250.0,355,35,GPI,1840000000.0,4950000000.0,11.81,9.06,-3.12,0.16,1.49,0.42,10.69,0.0132,0.0332,0.0481,0.1341,11840000000.0,658.72,0.079,1730000000.0,462710000.0,150760000.0,8.38,0.092,41000000.0,2.29,3220000000.0,271.27,223380000.0,88710000.0,1.77,0.7523000000000001,0.1325,108.99,48.69,219238,11.31K,$2.71K
granite construction,graniteconstruction.com,1922.0,construction,1001 - 5000,watsonville, california, united states,linkedin.com/company/granite-construction,1576,3645,3.6,218.0,385,32,GVA,1320000000.0,1370000000.0,,11.32,-1.84,0.39,1.04,0.41,137.73,-0.0311,-0.0344,-0.0276,-0.0695,3390000000.0,72.42,0.031,389190000.0,9970000.0,-105380000.0,-2.26,-0.632,432360000.0,9.25,481370000.0,38.1,45150000.0,-15090000.0,1.25,-0.4739,0.1325,53.21,22.55,255762,8.73K,$736
daktronics,daktronics.com,1968.0,electrical/electronic manufacturing,1001 - 5000,sioux falls, south dakota, united states,linkedin.com/company/daktronics,1275,3270,3.9,216.0,326,47,DAKT,303420000.0,282950000.0,204.55,21.77,2.51,0.51,1.58,0.47,16.28,0.0025,-0.0019,-0.0019,0.0077,595770000.0,13.23,0.16899999999999998,130290000.0,17380000.0,1500000.0,0.03,0.537,32640000.0,0.73,10370000.0,5.4,21590000.0,1620000.0,0.93,-0.1089,0.1325,9.14,5.78,115275,32.21K,$8.76K
treehouse foods,treehousefoods.com,2005.0,food production,1001 - 5000,oak brook, illinois, united states,linkedin.com/company/treehouse-foods,898,1301,2.8,217.0,197,19,THS,2730000000.0,5180000000.0,,18.45,1.68,0.49,1.53,0.93,10.23,-0.0696,0.0544,0.0347,-0.0727,5570000000.0,99.68,-0.054000000000000006,1010000000.0,506300000.0,-145200000.0,-6.94,,45100000.0,0.8,2430000000.0,134.62,281000000.0,244980000.0,0.74,-0.0455,0.1325,67.88,44.61,218892,11.34K,$191
exos,teamexos.com,1999.0,sports,1001 - 5000,phoenix, arizona, united states,linkedin.com/company/exos,1006,2072,3.5,205.0,208,55,ESPH,181980.0,12590000.0,,,,0.13,,9.29,-4.4,0.0,-2.3466,-0.9321,,1360000.0,0.01,-0.306,-1410.0,-2860000.0,-4660000.0,-0.026,,22330.0,0.0,9240000.0,,-2580000.0,1230000.0,-0.81,-0.8332999999999999,0.1325,0.0127,0.0001,150026,21.14K,$1.25K
synnex,synnexcorp.com,1980.0,information technology and services,1001 - 5000,fremont, california, united states,linkedin.com/company/synnexcorporation,1438,2856,2.8,267.0,347,52,SNX,6030000000.0,9120000000.0,13.47,8.95,0.79,0.26,1.66,0.4,7.75,0.0192,0.0355,0.0547,0.14859999999999998,23010000000.0,463.84,0.28600000000000003,1930000000.0,1180000000.0,436630000.0,8.76,0.8390000000000001,262280000.0,5.14,3330000000.0,92.42,343560000.0,76360000.0,1.0,0.4915,0.1325,122.43,71.83,112427,33.38K,$2.81K
worthington industries,worthingtonindustries.com,1955.0,mining & metals,1001 - 5000,columbus, ohio, united states,linkedin.com/company/worthington-industries,1407,3074,3.5,211.0,351,33,WOR,2120000000.0,2950000000.0,22.92,11.32,0.31,0.58,2.59,0.81,14.0,0.0258,0.0319,0.028999999999999998,0.1068,3630000000.0,64.4,-0.134,479950000.0,210960000.0,93740000.0,1.62,,45580000.0,0.81,739100000.0,81.45,231780000.0,75410000.0,1.18,-0.1144,0.1325,42.88,31.42,180062,15.65K,$1.20K
ert,ert.com,1977.0,pharmaceuticals,1001 - 5000,philadelphia, pennsylvania, united states,linkedin.com/company/ert,1113,1724,2.5,248.0,360,29,AESE,96970000.0,,,,,3.96,,,,-0.9189,-0.5028,,,24460000.0,,0.488,12280000.0,-4650000.0,-22470000.0,,,6970000.0,,36700000.0,211.37,,,,-0.5650999999999999,0.1325,10.81,3.2,53644,100.48K,$1.42K
innerworkings,inwk.com,2001.0,marketing and advertising,1001 - 5000,chicago, illinois, united states,linkedin.com/company/innerworkings,1068,2314,3.0,246.0,372,51,INWK,230650000.0,423000000.0,,16.44,1.05,0.2,1.31,0.37,27.77,-0.031,0.0087,0.0092,-0.1787,1130000000.0,21.41,0.057999999999999996,255100000.0,15230000.0,-35050000.0,-0.6629999999999999,,38490000.0,0.72,224750000.0,124.55,3170000.0,13650000.0,1.33,-0.0776,0.1325,5.69,2.58,121875,29.39K,$1.05K
fidelity national financial,fnf.com,1986.0,financial services,1001 - 5000,jacksonville, florida, united states,linkedin.com/company/fidelity-national-capital,1088,2104,3.5,338.0,349,53,FNF,13170000000.0,12880000000.0,17.0,14.14,1.72,1.69,2.53,1.65,10.1,0.0981,0.1408,0.0695,0.1482,7810000000.0,28.61,0.075,5310000000.0,1280000000.0,766000000.0,2.78,0.059000000000000004,1600000000.0,5.82,1260000000.0,23.06,972000000.0,410500000.0,0.78,0.4419,0.1325,47.35,29.5,49966,110.79K,$2.98K
global payments,globalpaymentsinc.com,1967.0,financial services,1001 - 5000,atlanta, georgia, united states,linkedin.com/company/global-payments,1765,3982,2.8,275.0,381,48,GPN,52170000000.0,59830000000.0,69.96,22.99,1.43,13.71,1.88,15.73,38.12,0.1059,0.2467000000000001,0.0199,0.0273,3800000000.0,23.42,0.289,2270000000.0,1570000000.0,403060000.0,2.48,-0.461,2130000000.0,7.08,10130000000.0,36.22,1790000000.0,1600000000.0,0.98,0.5706,0.1325,175.95,94.81,132973,25.59K,$12.44K
chi,crouching-hippo.com,2009.0,telecommunications,201 - 500,alameda, california, united states,linkedin.com/company/chi,219,234,3.0,202.0,254,16,ACHN,886500000.0,736480000.0,,-8.12,-0.61,,4.08,,-9.31,0.0,0.0,-0.1909,-0.29960000000000003,,,,-50120000.0,-79080000.0,-74570000.0,-0.54,,153690000.0,1.1,2270000.0,1.05,-59980000.0,-33700000.0,1.66,1.3309,0.1325,6.46,1.29,N/A,N/A,N/A
lettuce,lettuceapps.com,2011.0,computer software,1 - 10,venice, california, united states,linkedin.com/company/lettuce,0,13,4.0,200.0,195,39,SLLTF,1900000.0,908470.0,,,,,6.44,,,0.0,0.0,-0.9784,-114.3804,,,,,,,-0.14,,,,,39.31,,,1.35,4.149,0.1325,0.1356,0.001,N/A,N/A,N/A
david,david-raakt.nl,2008.0,marketing and advertising,51 - 200,gurnee, illinois, united states,linkedin.com/company/david,42,100,4.0,198.0,174,85,DTEA,39620000.0,41960000.0,,,,,0.65,,,-0.15869999999999998,0.0,-0.0369,-0.4521,,,-0.025,97980000.0,,,-1.058,,,,,163.72,,,1.97,-0.2297,0.1325,2.3,1.071,N/A,N/A,N/A
lmi,lmi.org,1961.0,management consulting,1001 - 5000,fairfax, virginia, united states,linkedin.com/company/lmi,996,1838,3.8,210.0,234,45,ESBK,50430000.0,72490000.0,14.63,,,2.48,1.04,3.56,,0.1711,0.2064,0.0059,0.0601,20340000.0,5.82,0.006,20720000.0,,3480000.0,0.99,-0.10800000000000001,18700000.0,5.32,29000000.0,,,,0.34,-0.2632,0.1325,20.2,13.97,N/A,N/A,N/A
atl,amdloans.com,2007.0,financial services,501 - 1000,altamonte springs, florida, united states,linkedin.com/company/atl,409,589,2.8,204.0,184,51,AAME,33470000.0,35600000.0,,,,0.17,0.33,0.18,34.67,-0.0075,0.002,,,195090000.0,9.12,0.03,38140000.0,1030000.0,-1850000.0,-0.087,,,,,35.1,,,,-0.4161,0.1325,3.13,1.5,N/A,N/A,N/A
evonik,evonik.com,2007.0,chemicals,5001 - 10000,germany, ohio, united states,linkedin.com/company/evonik,4034,8405,3.8,417.0,600,96,EVKIF,13700000000.0,12140000000.0,10.02,,,,1.33,,,0.1313,0.0,0.0406,0.0943,,,-0.034,4620000000.0,,,2.6,3.495,,,,52.47,,,1.17,-0.16649999999999998,0.1325,31.23,23.35,58574,89.07K,$2.34K
cno financial group,cnoinc.com,1979.0,insurance,1001 - 5000,carmel, indiana, united states,linkedin.com/company/cno-financial-group,1183,3180,2.6,201.0,234,28,CNO,2670000000.0,5520000000.0,17.65,8.7,0.98,0.72,0.59,1.48,8.8,0.0429,0.0988,0.0071,0.0391,3720000000.0,23.35,-0.363,2030000000.0,627800000.0,159700000.0,1.0,,1010000000.0,6.67,3860000000.0,84.79,713700000.0,680800000.0,1.22,-0.0596,0.1325,19.61,13.64,N/A,N/A,N/A
tenneco,tenneco.com,1888.0,automotive,5001 - 10000,lake forest, illinois, united states,linkedin.com/company/tenneco,4392,9574,3.3,325.0,783,31,TEN,1100000000.0,7060000000.0,,3.16,1.02,0.06,0.67,0.4,5.01,-0.0074,0.0422,0.0504,-0.0533,17590000000.0,217.46,0.8220000000000001,1860000000.0,1410000000.0,-130000000.0,-1.61,0.228,389000000.0,4.81,5910000000.0,299.04,466000000.0,-778880000.0,2.38,-0.5545,0.1325,37.27,7.62,165186,18.01K,$465
axon,axon.com,1993.0,public safety,501 - 1000,scottsdale, arizona, united states,linkedin.com/company/axon-protect-life,456,586,3.9,204.0,155,129,AAXN,3840000000.0,3500000000.0,254.53,50.51,2.13,8.1,7.55,7.38,146.57,0.032400000000000005,0.027999999999999997,0.0113,0.0317,473800000.0,8.03,0.248,258580000.0,23870000.0,15340000.0,0.25,0.069,311460000.0,5.25,11650000.0,2.29,51100000.0,12150000.0,0.62,0.29100000000000004,0.1325,74.93,39.43,56885,92.33K,$1.30K
progress,progress.com,1981.0,computer software,1001 - 5000,bedford, massachusetts, united states,linkedin.com/company/progress-software,1301,4972,3.5,426.0,524,75,PRGS,1840000000.0,2020000000.0,34.71,14.64,1.53,4.46,5.57,4.9,14.8,0.12990000000000002,0.20800000000000002,0.0722,0.1679,412550000.0,9.2,0.152,352930000.0,136640000.0,53600000.0,1.19,-0.057999999999999996,145400000.0,3.25,296460000.0,89.04,116210000.0,112340000.0,0.81,0.26030000000000003,0.1325,47.6,31.78,30088,221.35K,$16.56K
teradyne,teradyne.com,1960.0,industrial automation,1001 - 5000,north reading, massachusetts, united states,linkedin.com/company/teradyne,1813,6136,4.3,241.0,473,51,TER,11000000000.0,10440000000.0,24.16,20.71,1.74,5.09,7.46,4.84,17.0,0.2251,0.2295,0.111,0.3086,2160000000.0,12.46,0.027000000000000003,1220000000.0,614340000.0,486180000.0,2.72,0.132,936480000.0,5.59,456140000.0,30.76,548800000.0,270190000.0,1.58,0.7857999999999999,0.1325,65.8,28.73,286411,7.21K,$290
ryerson,ryerson.com,1842.0,mining & metals,1001 - 5000,chicago, illinois, united states,linkedin.com/company/ryerson,1008,2589,3.3,215.0,203,27,RYI,369530000.0,1510000000.0,6.55,6.94,0.28,0.08,2.73,0.32,6.15,0.012,0.0394,0.052300000000000006,0.4688000000000001,4700000000.0,124.96,-0.11599999999999999,758100000.0,245000000.0,56600000.0,1.49,-0.87,21800000.0,0.58,1160000000.0,821.33,250300000.0,195100000.0,2.0,0.055999999999999994,0.1325,11.53,5.99,81209,55.02K,$6.92K
resmed,resmed.com,1989.0,medical devices,1001 - 5000,san diego, california, united states,linkedin.com/company/resmed,2120,4082,4.0,402.0,317,91,RMD,20890000000.0,21860000000.0,50.1,31.51,1.85,7.74,9.86,8.1,26.62,0.1552,0.2456,0.1147,0.2086,2700000000.0,18.83,0.158,1540000000.0,821280000.0,419000000.0,2.9,0.136,172150000.0,1.2,1310000000.0,61.66,573290000.0,496760000.0,0.41,0.38299999999999995,0.1325,149.96,90.64,29002,232.38K,$20.84K
csl,csl.com.au,1916.0,pharmaceuticals,1001 - 5000,los angeles, california, united states,linkedin.com/company/csl,1011,2244,3.3,239.0,228,60,OCSL,740050000.0,1270000000.0,5.09,10.5,1.92,4.89,0.8,8.41,,0.9611,0.6833,0.0415,0.1646,151410000.0,1.07,0.151,138720000.0,,145520000.0,1.03,-0.17600000000000002,5640000.0,0.04,537280000.0,57.77,82690000.0,-92930000.0,0.54,0.1741,0.1325,5.75,4.08,N/A,N/A,N/A
acn,myacn.com,1993.0,telecommunications,10001+,concord, north carolina, united states,linkedin.com/company/acn,6827,10780,3.6,286.0,141,41,ACNB,247960000.0,246780000.0,10.32,,,3.27,1.33,3.25,,0.3151,0.4101,0.0141,0.1365,75930000.0,10.77,0.08199999999999999,71370000.0,,23930000.0,3.39,0.045,117720000.0,16.64,117240000.0,,27800000.0,,0.17,-0.1061,0.1325,41.0,32.29,436450,3.48K,$1.26K
clear channel outdoor,clearchanneloutdoor.com,1901.0,marketing and advertising,1001 - 5000,new york, new york, united states,linkedin.com/company/clear-channel-outdoor,1641,4897,3.2,250.0,213,51,CCO,1190000000.0,8050000000.000002,,-21.25,-0.51,0.44,,3.0,14.2,-0.1358,0.0972,0.0304,,2690000000.0,6.93,-0.016,1250000000.0,567230000.0,-364750000.0,-0.947,,341810000.0,0.74,7070000000.0,,136180000.0,47670000.0,0.8,-0.5152,0.1325,5.93,2.06,124927,28.20K,$5.44K
omnicell,omnicell.com,1992.0,medical devices,1001 - 5000,mountain view, california, united states,linkedin.com/company/omnicell,1101,2006,3.3,206.0,329,53,OMCL,3020000000.0,3070000000.0,56.54,23.95,1.8,3.51,3.74,3.57,26.48,0.06280000000000001,0.0873,0.0409,0.0758,860480000.0,21.02,0.12,372330000.0,115980000.0,54040000.0,1.27,0.466,137280000.0,3.27,140150000.0,17.36,157640000.0,97790000.0,1.07,0.031,0.1325,92.59,56.96,265205,8.18K,$1.13K
bda,bda.com,1994.0,management consulting,201 - 500,new york, new york, united states,linkedin.com/company/bda_3,130,384,3.1,199.0,181,23,BBDA,111910000.0,-177350.0,0.0,,,63.73,0.0,-0.1,,0.1323,0.13849999999999998,,,1760000.0,4.32,0.32899999999999996,967500.0,,232380.0,0.5710000000000001,-0.315,178200.0,0.02,,,801150.0,,-7.89,0.0,0.1325,0.0028,0.0,N/A,N/A,N/A
